ID,GRE Score,TOEFL Score,University Rating,SOP,LOR ,CGPA,Research,Admitted,Age,Location,First_Generation
ID_000919,321.0,108.0,3,3.12,4.84,7.83,1,1,31,Africa,1
ID_000920,318.0,106.0,3,3.58,2.41,9.13,1,1,27,South America,1
ID_000921,325.0,114.0,3,2.99,3.31,9.93,1,1,32,North America,0
ID_000922,334.0,115.0,4,3.82,3.38,8.15,1,1,34,North America,1
ID_000923,321.0,103.0,3,2.56,4.59,8.85,1,1,28,South America,1
ID_000924,335.0,115.0,4,4.18,4.15,9.86,1,1,26,Europe,0
ID_000925,300.0,101.0,1,2.29,2.17,,0,0,20,Africa,0
ID_000926,324.0,113.0,4,5.07,5.45,9.81,1,1,22,Africa,0
ID_000927,,113.0,3,3.04,2.75,9.01,1,1,32,North America,0
ID_000928,,114.0,4,,3.64,9.31,1,1,31,South America,1
ID_000929,311.0,101.0,3,4.79,4.24,7.2,0,1,33,Africa,1
ID_000930,,107.0,2,2.2,3.31,8.44,0,0,28,Africa,1
ID_000931,326.0,111.0,3,2.93,3.14,8.94,0,0,34,Europe,1
ID_000932,298.0,100.0,2,0.92,1.62,7.27,0,0,31,Asia,0
ID_000933,,107.0,2,3.44,2.37,6.93,0,1,20,North America,0
ID_000934,314.0,102.0,3,,2.86,,0,0,28,North America,1
ID_000935,300.0,,3,4.04,5.21,8.7,0,0,27,Asia,1
ID_000936,326.0,110.0,4,,3.79,9.94,1,1,20,Africa,1
ID_000937,297.0,94.0,1,2.1,0.86,,0,0,25,Europe,1
ID_000938,,103.0,2,2.19,1.45,,0,0,24,Europe,0
ID_000939,314.0,105.0,2,2.07,2.76,7.67,0,1,25,North America,1
ID_000940,299.0,97.0,1,0.5,4.0,8.19,0,1,29,Europe,0
ID_000941,324.0,108.0,4,5.0,4.23,8.82,1,1,31,Asia,0
ID_000942,317.0,108.0,3,2.91,3.77,9.58,0,1,32,Africa,0
ID_000943,297.0,,2,3.3,2.7,5.73,0,0,35,Asia,0
ID_000944,315.0,105.0,2,4.01,4.65,7.75,0,1,32,South America,1
ID_000945,310.0,103.0,2,1.67,2.65,7.61,0,0,32,North America,1
ID_000946,299.0,95.0,2,2.23,0.64,8.01,0,0,34,Europe,1
ID_000947,327.0,115.0,4,4.49,3.94,9.34,1,1,24,South America,1
ID_000948,324.0,111.0,4,3.32,5.44,8.9,1,1,35,Europe,0
ID_000949,,110.0,4,3.14,4.33,,1,1,25,Africa,0
ID_000950,,108.0,3,4.97,4.0,8.16,1,1,24,Africa,0
ID_000951,312.0,,2,,2.37,,0,1,30,Africa,1
ID_000952,310.0,97.0,1,1.82,2.67,,0,0,31,Europe,0
ID_000953,308.0,108.0,2,4.69,5.19,8.88,0,1,24,South America,0
ID_000954,326.0,111.0,4,4.42,3.71,,1,1,23,Africa,0
ID_000955,311.0,96.0,1,2.44,2.29,8.9,1,0,22,South America,0
ID_000956,311.0,106.0,2,0.75,3.22,9.57,0,1,22,Europe,1
ID_000957,318.0,101.0,3,,3.57,8.72,0,1,23,South America,0
ID_000958,328.0,,4,,3.26,10.11,1,1,28,Europe,0
ID_000959,298.0,100.0,2,0.52,2.93,6.91,0,0,21,Europe,1
ID_000960,314.0,101.0,1,2.11,1.86,7.16,0,0,34,North America,1
ID_000961,310.0,,3,3.72,3.18,9.37,0,1,28,Europe,1
ID_000962,299.0,98.0,1,2.0,2.57,7.38,0,0,20,Europe,0
ID_000963,324.0,111.0,4,4.46,2.63,9.61,1,1,33,Asia,0
ID_000964,298.0,93.0,1,1.05,1.28,,0,0,34,Africa,0
ID_000965,,119.0,3,,4.68,8.98,1,1,34,North America,0
ID_000966,324.0,110.0,3,3.17,2.19,9.4,1,1,20,North America,1
ID_000967,326.0,,3,4.19,2.71,8.19,1,1,24,North America,0
ID_000968,292.0,95.0,2,2.38,3.73,,0,0,25,Asia,0
ID_000969,295.0,98.0,2,2.33,3.15,8.04,0,0,25,Europe,1
ID_000970,,118.0,5,2.88,3.14,9.42,1,1,22,Africa,1
ID_000971,319.0,106.0,2,3.43,3.99,8.77,0,1,35,South America,1
ID_000972,300.0,100.0,3,1.64,2.85,8.53,0,0,26,Europe,0
ID_000973,310.0,99.0,1,3.27,3.85,7.75,1,1,28,Asia,0
ID_000974,311.0,106.0,3,4.05,2.54,8.61,0,1,30,Europe,0
ID_000975,336.0,118.0,5,3.52,2.96,8.47,1,1,31,Europe,0
ID_000976,315.0,102.0,2,3.93,2.07,8.51,0,1,29,Asia,0
ID_000977,,115.0,3,3.06,3.36,7.81,1,1,35,North America,1
ID_000978,301.0,99.0,2,1.38,2.38,7.28,1,1,35,North America,1
ID_000979,316.0,106.0,2,4.69,3.94,8.54,1,0,27,Africa,0
ID_000980,307.0,108.0,3,3.43,2.65,,0,1,25,Africa,0
ID_000981,333.0,117.0,5,3.75,5.27,8.46,1,1,31,North America,0
ID_000982,305.0,109.0,2,3.08,3.97,8.13,0,0,27,South America,0
ID_000983,328.0,109.0,4,3.68,3.86,8.37,1,1,31,Europe,0
ID_000984,297.0,95.0,2,1.43,0.95,6.2,0,0,24,South America,1
ID_000985,312.0,106.0,3,4.74,4.76,8.78,0,1,27,Europe,1
ID_000986,316.0,103.0,3,2.91,3.35,7.99,0,1,29,North America,1
ID_000987,304.0,109.0,2,3.25,3.93,9.24,0,0,31,Africa,0
ID_000988,311.0,101.0,2,2.86,3.29,8.44,1,1,23,Africa,0
ID_000989,335.0,115.0,5,6.13,4.84,10.23,1,1,29,South America,1
ID_000990,304.0,108.0,4,2.94,3.34,8.98,0,0,27,Africa,1
ID_000991,307.0,100.0,2,0.37,3.59,8.97,0,0,29,North America,0
ID_000992,308.0,102.0,2,3.65,6.21,8.17,0,1,31,South America,1
ID_000993,325.0,103.0,4,5.59,1.99,8.72,1,1,21,Europe,1
ID_000994,315.0,101.0,3,2.57,3.71,9.58,0,1,31,Africa,0
ID_000995,320.0,107.0,2,2.26,2.05,8.79,0,1,31,Asia,1
ID_000996,299.0,98.0,1,0.65,4.0,7.1,0,0,24,Africa,1
ID_000997,293.0,95.0,2,1.97,3.19,7.39,0,0,28,Europe,1
ID_000998,299.0,,3,3.47,2.05,8.04,0,0,23,South America,0
ID_000999,304.0,102.0,4,5.14,5.14,7.26,0,1,35,Europe,1
ID_001000,,99.0,2,3.68,2.74,5.51,0,0,30,Asia,1
ID_001001,328.0,115.0,4,,3.07,9.86,1,1,25,North America,1
ID_001002,314.0,106.0,3,4.81,3.59,8.95,0,1,34,Africa,0
ID_001003,332.0,117.0,2,5.78,4.63,8.2,0,1,20,South America,0
ID_001004,307.0,105.0,3,2.21,1.97,8.35,0,0,28,North America,1
ID_001005,304.0,105.0,2,2.29,2.94,7.25,0,0,20,Europe,0
ID_001006,324.0,,4,4.64,4.53,10.31,0,1,24,South America,1
ID_001007,,105.0,2,2.72,3.16,,0,0,23,North America,0
ID_001008,301.0,100.0,3,1.39,3.88,9.02,0,1,32,South America,0
ID_001009,311.0,107.0,2,1.95,3.08,6.46,0,0,31,Asia,1
ID_001010,304.0,100.0,2,2.99,3.01,7.42,0,0,35,Asia,1
ID_001011,320.0,107.0,4,4.22,3.62,9.15,1,1,32,Africa,1
ID_001012,310.0,105.0,2,3.96,2.86,,1,0,32,Africa,0
ID_001013,321.0,111.0,3,,3.54,9.46,1,1,33,Asia,1
ID_001014,299.0,99.0,2,2.8,1.86,7.07,0,1,22,South America,0
ID_001015,304.0,106.0,2,,3.79,9.47,0,0,32,Asia,0
ID_001016,321.0,110.0,4,3.62,4.19,8.62,1,1,25,Africa,1
ID_001017,321.0,110.0,5,3.8,4.26,8.64,0,1,21,Asia,0
ID_001018,295.0,,2,2.31,3.69,9.05,0,0,22,Asia,1
ID_001019,312.0,105.0,2,3.4,1.56,7.97,1,1,35,South America,0
ID_001020,301.0,98.0,2,2.07,1.47,6.82,0,0,24,North America,1
ID_001021,313.0,104.0,3,,5.21,7.94,0,1,34,Africa,0
ID_001022,327.0,114.0,3,3.69,4.65,,1,1,28,South America,0
ID_001023,318.0,104.0,3,2.79,0.94,,1,1,21,Asia,1
ID_001024,,108.0,2,2.49,3.65,8.82,0,1,29,Asia,0
ID_001025,322.0,106.0,3,3.65,4.03,,0,0,27,North America,1
ID_001026,,116.0,4,,4.56,9.43,1,1,33,Africa,0
ID_001027,308.0,,2,2.95,2.6,7.68,0,0,21,Africa,0
ID_001028,323.0,110.0,4,5.36,4.32,10.27,1,1,30,Europe,0
ID_001029,328.0,111.0,4,3.55,5.47,,1,1,32,Africa,1
ID_001030,318.0,101.0,4,3.16,3.13,8.05,0,1,24,North America,1
ID_001031,317.0,107.0,2,,3.54,7.34,0,1,26,Europe,1
ID_001032,303.0,98.0,2,1.85,1.4,8.86,0,0,27,Europe,1
ID_001033,316.0,103.0,2,1.85,2.21,7.97,0,0,20,Asia,1
ID_001034,317.0,,4,2.94,4.0,8.89,1,1,25,Asia,0
ID_001035,,,3,2.48,4.03,8.9,1,1,20,Africa,0
ID_001036,325.0,110.0,4,4.41,3.43,8.3,1,1,21,Europe,1
ID_001037,331.0,116.0,4,3.67,5.05,9.87,1,1,35,Asia,0
ID_001038,,108.0,4,,3.87,8.55,1,1,34,North America,0
ID_001039,317.0,100.0,4,2.67,5.4,9.27,1,1,20,Asia,0
ID_001040,310.0,98.0,1,3.8,3.43,10.32,1,1,30,Asia,0
ID_001041,328.0,112.0,4,3.52,4.75,9.63,1,1,24,Europe,1
ID_001042,303.0,106.0,2,3.31,2.42,8.56,0,1,29,Europe,0
ID_001043,,,4,3.48,2.91,8.54,1,1,34,South America,1
ID_001044,314.0,110.0,4,3.77,3.56,7.27,1,1,28,North America,1
ID_001045,,100.0,2,2.99,2.79,7.23,0,0,25,Europe,0
ID_001046,322.0,110.0,5,4.87,4.11,7.96,0,1,30,Africa,1
ID_001047,301.0,101.0,2,1.75,2.17,8.92,0,0,30,North America,0
ID_001048,320.0,110.0,3,4.09,3.04,8.86,1,1,20,North America,0
ID_001049,317.0,103.0,3,3.01,3.85,,1,1,32,Europe,0
ID_001050,317.0,107.0,2,3.31,2.36,7.17,0,1,20,North America,1
ID_001051,312.0,,1,2.57,3.31,,1,0,21,Europe,1
ID_001052,297.0,90.0,1,2.32,1.91,7.68,0,0,28,Asia,1
ID_001053,330.0,118.0,2,3.9,5.07,9.64,1,1,22,South America,0
ID_001054,,116.0,5,,5.08,9.25,1,1,34,Asia,0
ID_001055,311.0,104.0,3,4.78,3.77,9.31,0,1,20,Europe,0
ID_001056,314.0,103.0,2,2.03,3.1,8.91,0,0,24,Europe,1
ID_001057,316.0,109.0,3,4.51,2.42,9.31,1,1,35,Asia,0
ID_001058,,98.0,2,2.86,2.63,8.33,0,1,26,Africa,0
ID_001059,317.0,103.0,3,4.85,2.55,7.25,1,0,25,Africa,1
ID_001060,315.0,,3,3.5,2.25,8.69,0,1,31,Africa,1
ID_001061,319.0,103.0,3,2.76,5.28,,1,1,20,Europe,1
ID_001062,299.0,100.0,3,1.82,1.96,8.42,0,0,24,North America,0
ID_001063,318.0,103.0,3,4.59,3.46,9.29,0,1,34,Europe,0
ID_001064,313.0,104.0,3,4.8,4.08,8.34,0,1,24,North America,0
ID_001065,,104.0,4,3.75,4.05,8.68,1,1,25,Asia,1
ID_001066,297.0,95.0,2,2.37,0.86,7.67,0,0,22,South America,1
ID_001067,316.0,107.0,2,4.13,2.82,7.38,0,1,24,North America,1
ID_001068,,112.0,4,4.39,2.97,8.57,0,1,26,Africa,1
ID_001069,,115.0,5,5.54,4.64,9.82,1,1,24,Europe,0
ID_001070,318.0,107.0,3,4.3,4.07,8.01,1,1,24,Asia,0
ID_001071,315.0,100.0,3,4.38,4.5,8.17,0,1,24,Africa,0
ID_001072,312.0,106.0,3,3.86,2.52,8.47,1,1,29,Asia,0
ID_001073,311.0,108.0,2,1.36,4.83,,0,1,29,South America,0
ID_001074,305.0,104.0,4,2.61,3.07,7.08,0,0,22,Europe,0
ID_001075,338.0,117.0,4,5.74,4.74,9.63,1,1,20,Europe,0
ID_001076,,99.0,3,3.54,3.06,7.29,0,0,24,South America,0
ID_001077,315.0,106.0,2,1.52,2.59,9.59,0,1,33,Europe,1
ID_001078,321.0,112.0,4,4.13,4.37,8.8,1,1,28,North America,1
ID_001079,330.0,116.0,5,5.93,4.46,9.59,1,1,33,Asia,0
ID_001080,310.0,108.0,2,2.74,3.08,9.06,0,0,20,Africa,1
ID_001081,308.0,105.0,2,3.68,2.22,8.36,0,0,22,South America,0
ID_001082,314.0,,2,3.7,2.13,8.72,0,0,32,North America,0
ID_001083,299.0,99.0,3,2.13,3.6,8.05,0,0,32,Africa,1
ID_001084,326.0,110.0,4,4.3,2.61,7.04,0,1,23,Africa,0
ID_001085,332.0,117.0,4,4.89,4.21,10.03,1,1,33,South America,0
ID_001086,311.0,106.0,3,1.75,3.17,8.02,1,0,20,North America,0
ID_001087,332.0,118.0,5,4.2,4.97,9.55,1,1,20,Africa,0
ID_001088,310.0,101.0,2,2.36,3.57,8.25,0,1,27,Africa,0
ID_001089,323.0,108.0,3,3.12,3.76,9.65,1,1,35,North America,0
ID_001090,335.0,119.0,5,5.14,4.32,9.83,1,1,21,Europe,0
ID_001091,296.0,97.0,2,1.63,1.94,8.59,0,0,31,Africa,1
ID_001092,322.0,111.0,4,2.88,2.27,8.48,1,1,34,Asia,1
ID_001093,321.0,112.0,4,4.53,4.3,9.61,1,1,27,North America,0
ID_001094,333.0,115.0,4,4.36,4.92,9.73,1,1,26,Africa,1
ID_001095,322.0,107.0,5,,5.12,6.81,1,1,29,South America,0
ID_001096,327.0,113.0,3,3.65,1.92,9.51,1,1,29,Asia,0
ID_001097,325.0,110.0,4,,3.4,8.64,1,1,21,Africa,0
ID_001098,309.0,104.0,4,3.52,-0.03,8.76,0,0,25,Asia,0
ID_001099,323.0,104.0,5,4.55,4.21,8.84,1,1,25,Asia,1
ID_001100,298.0,94.0,1,0.52,2.12,7.75,0,0,22,Europe,1
ID_001101,322.0,110.0,3,2.81,2.19,10.02,1,1,30,Asia,1
ID_001102,299.0,99.0,1,0.02,1.46,7.3,0,0,21,Europe,1
ID_001103,306.0,101.0,3,3.47,0.79,8.16,0,0,31,North America,0
ID_001104,332.0,,5,,4.07,9.13,1,1,20,Europe,1
ID_001105,300.0,98.0,1,1.77,4.06,7.3,0,0,25,South America,0
ID_001106,321.0,109.0,3,4.34,4.4,8.87,1,1,31,Africa,0
ID_001107,,112.0,4,3.67,2.99,9.86,1,1,24,North America,1
ID_001108,322.0,112.0,3,4.37,2.79,10.5,1,1,33,North America,0
ID_001109,,108.0,3,0.64,2.73,8.68,0,1,33,South America,1
ID_001110,304.0,103.0,2,3.59,5.08,9.2,0,1,30,Europe,1
ID_001111,,119.0,5,4.76,5.29,9.85,1,1,28,Africa,1
ID_001112,320.0,104.0,3,5.06,3.61,8.51,1,1,20,Europe,1
ID_001113,315.0,104.0,2,3.87,3.76,,0,0,35,Asia,1
ID_001114,316.0,109.0,3,3.33,3.55,,0,1,34,Europe,0
ID_001115,294.0,96.0,2,2.18,2.61,7.25,0,0,34,North America,1
ID_001116,321.0,110.0,4,4.98,3.52,10.46,1,1,26,Africa,1
ID_001117,335.0,117.0,5,4.42,4.68,9.16,1,1,34,Europe,0
ID_001118,,100.0,3,4.14,4.97,8.09,0,1,24,Africa,1
ID_001119,329.0,,2,4.1,3.89,8.57,1,1,24,Africa,1
ID_001120,322.0,110.0,3,4.98,2.34,8.97,1,1,33,Asia,0
ID_001121,316.0,,3,2.57,2.16,,1,0,21,Asia,0
ID_001122,310.0,100.0,2,,2.63,7.39,0,0,30,North America,1
ID_001123,315.0,100.0,2,1.97,1.85,8.87,0,0,22,South America,0
ID_001124,323.0,112.0,4,4.79,3.85,9.41,0,1,26,Africa,1
ID_001125,334.0,117.0,5,4.01,4.1,9.09,1,1,25,South America,0
ID_001126,304.0,102.0,3,3.33,4.37,7.71,0,1,35,North America,1
ID_001127,328.0,112.0,5,4.92,4.53,9.08,1,1,31,Africa,1
ID_001128,327.0,113.0,4,5.53,3.33,10.12,1,1,21,Africa,1
ID_001129,307.0,107.0,3,2.95,3.19,,0,0,25,South America,0
ID_001130,319.0,105.0,3,4.7,3.93,7.81,1,1,21,Europe,1
ID_001131,325.0,100.0,3,3.99,5.94,7.92,1,1,21,Asia,0
ID_001132,294.0,98.0,1,,0.64,9.19,0,0,21,Europe,1
ID_001133,315.0,107.0,2,4.96,1.68,8.42,0,1,33,South America,1
ID_001134,294.0,95.0,1,0.5,1.08,8.48,0,0,34,Asia,1
ID_001135,303.0,103.0,2,2.95,3.03,7.98,0,0,30,Europe,1
ID_001136,293.0,97.0,2,0.75,3.03,8.75,0,0,22,Asia,1
ID_001137,296.0,95.0,2,1.33,1.98,9.0,0,0,34,Africa,0
ID_001138,338.0,113.0,5,3.97,3.27,9.88,1,1,21,Europe,0
ID_001139,338.0,,4,3.59,4.74,10.49,1,1,23,Asia,0
ID_001140,320.0,112.0,4,3.79,4.65,9.67,1,1,28,Asia,1
ID_001141,330.0,118.0,4,3.97,4.38,10.64,1,1,25,Asia,1
ID_001142,325.0,113.0,3,4.79,3.27,10.94,1,1,20,Europe,0
ID_001143,317.0,106.0,3,4.11,2.12,9.6,1,1,27,North America,1
ID_001144,331.0,,5,4.9,4.8,10.75,1,1,34,Europe,1
ID_001145,326.0,108.0,4,5.37,4.97,8.68,1,1,31,South America,1
ID_001146,322.0,111.0,4,5.76,4.56,8.47,0,1,33,Europe,0
ID_001147,335.0,116.0,5,5.22,4.78,8.18,1,1,26,Asia,0
ID_001148,325.0,112.0,4,1.93,4.95,,1,1,29,Africa,0
ID_001149,311.0,98.0,1,3.99,4.21,7.77,1,0,22,Europe,0
ID_001150,322.0,110.0,4,3.73,5.32,,1,1,20,Europe,0
ID_001151,321.0,107.0,3,3.3,3.32,8.26,0,0,24,Asia,1
ID_001152,319.0,102.0,4,4.09,2.0,8.6,0,1,32,Africa,1
ID_001153,299.0,97.0,1,1.76,3.31,7.55,1,1,23,Africa,1
ID_001154,336.0,118.0,4,4.38,5.66,10.11,1,1,29,South America,1
ID_001155,295.0,100.0,2,1.54,5.52,7.57,0,0,27,Europe,0
ID_001156,334.0,118.0,5,4.02,5.4,9.5,1,1,20,Africa,0
ID_001157,337.0,117.0,4,4.16,4.45,9.18,1,1,29,Africa,1
ID_001158,,112.0,3,4.16,3.11,,1,1,20,North America,0
ID_001159,297.0,97.0,1,1.91,1.41,7.57,0,0,31,North America,1
ID_001160,321.0,111.0,4,4.31,5.04,7.97,1,1,23,Africa,1
ID_001161,312.0,105.0,2,2.57,1.27,,0,0,27,South America,1
ID_001162,301.0,104.0,4,5.36,3.48,8.94,0,1,24,Africa,1
ID_001163,330.0,110.0,5,2.91,5.79,7.98,1,1,21,Asia,0
ID_001164,,120.0,4,4.66,4.72,10.92,1,1,25,Europe,1
ID_001165,321.0,104.0,3,3.81,4.74,9.3,1,1,24,South America,0
ID_001166,335.0,117.0,5,5.62,5.79,,1,1,21,Asia,1
ID_001167,311.0,,3,3.35,4.74,,0,1,32,South America,1
ID_001168,327.0,112.0,3,4.5,3.21,9.36,1,1,33,Asia,1
ID_001169,305.0,,3,4.04,1.5,7.55,0,0,30,Europe,1
ID_001170,317.0,104.0,3,4.37,3.35,6.7,0,0,30,Europe,0
ID_001171,311.0,102.0,3,,3.27,8.97,0,1,35,North America,1
ID_001172,,102.0,2,2.8,3.23,7.3,0,0,30,Asia,0
ID_001173,302.0,97.0,1,,2.08,6.57,0,0,22,North America,1
ID_001174,,111.0,3,3.9,2.08,9.86,1,1,34,Asia,1
ID_001175,,104.0,2,,2.79,6.69,0,0,28,North America,1
ID_001176,307.0,104.0,2,1.95,2.49,8.08,0,0,26,Europe,0
ID_001177,329.0,113.0,4,,3.44,8.7,1,1,26,South America,1
ID_001178,331.0,118.0,5,5.9,3.43,8.85,1,1,35,North America,1
ID_001179,319.0,106.0,3,3.46,3.0,9.16,1,1,34,Asia,1
ID_001180,317.0,104.0,3,3.54,3.94,8.77,1,1,30,Asia,1
ID_001181,316.0,102.0,3,2.84,3.96,,1,1,25,Europe,1
ID_001182,296.0,100.0,3,,3.39,8.44,1,0,35,Asia,0
ID_001183,314.0,106.0,3,4.08,3.43,8.63,0,1,27,Africa,0
ID_001184,304.0,95.0,3,2.11,3.4,7.95,0,0,23,South America,1
ID_001185,310.0,106.0,3,4.61,4.12,,0,1,27,North America,1
ID_001186,325.0,,3,4.15,4.54,8.54,1,1,23,South America,0
ID_001187,293.0,98.0,2,2.37,4.01,8.23,0,0,27,Europe,1
ID_001188,,94.0,2,,3.02,,1,0,28,North America,0
ID_001189,319.0,110.0,3,2.95,2.61,8.97,1,1,22,North America,1
ID_001190,339.0,113.0,4,5.11,4.3,10.25,1,1,35,Africa,1
ID_001191,312.0,102.0,3,2.52,4.03,8.46,1,1,22,Europe,0
ID_001192,328.0,110.0,3,4.59,3.88,9.19,1,1,30,Asia,1
ID_001193,299.0,97.0,1,,3.8,,0,1,32,Africa,0
ID_001194,333.0,115.0,4,4.69,4.56,9.58,1,1,35,Africa,0
ID_001195,307.0,102.0,2,5.15,2.42,,0,1,21,South America,0
ID_001196,324.0,112.0,4,,5.22,,0,1,32,South America,1
ID_001197,324.0,115.0,5,5.48,5.82,9.37,1,1,29,South America,0
ID_001198,325.0,111.0,4,2.94,4.64,9.11,1,1,22,Africa,0
ID_001199,331.0,119.0,4,5.56,4.21,10.19,1,1,22,Asia,1
ID_001200,325.0,112.0,3,1.77,1.41,9.55,1,1,24,North America,1
ID_001201,322.0,109.0,3,3.45,2.5,,1,1,24,South America,1
ID_001202,309.0,98.0,1,2.91,2.85,9.02,0,1,21,Asia,1
ID_001203,306.0,104.0,2,2.29,1.88,9.04,0,0,31,Europe,1
ID_001204,329.0,120.0,5,3.54,5.51,9.59,1,1,29,South America,1
ID_001205,330.0,120.0,3,4.99,5.12,8.88,1,1,32,North America,0
ID_001206,309.0,103.0,3,4.19,4.86,7.13,0,1,25,Europe,1
ID_001207,312.0,,1,2.86,2.09,7.67,1,1,24,Europe,0
ID_001208,305.0,100.0,2,2.07,2.85,8.27,0,0,25,North America,1
ID_001209,327.0,,4,3.77,2.52,8.41,1,1,20,South America,0
ID_001210,301.0,98.0,1,3.92,0.77,7.08,0,0,24,Africa,0
ID_001211,339.0,116.0,4,4.78,4.02,8.4,1,1,28,North America,1
ID_001212,331.0,112.0,3,,3.2,9.91,1,1,31,North America,1
ID_001213,297.0,101.0,1,-0.51,2.33,7.55,0,0,29,North America,0
ID_001214,,101.0,2,,3.87,,0,1,33,Europe,1
ID_001215,300.0,95.0,1,3.04,0.36,7.87,0,0,21,Asia,1
ID_001216,326.0,114.0,4,4.36,3.18,9.57,0,1,20,Africa,0
ID_001217,337.0,117.0,5,5.33,5.76,10.13,1,1,33,South America,0
ID_001218,298.0,97.0,2,1.92,3.59,7.46,0,0,29,South America,0
ID_001219,321.0,109.0,3,,3.33,8.9,1,1,32,Asia,1
ID_001220,329.0,,3,5.01,4.75,10.21,1,1,30,North America,1
ID_001221,311.0,101.0,2,2.08,3.35,6.48,1,1,28,Africa,1
ID_001222,,108.0,4,4.35,3.1,9.76,1,1,29,South America,1
ID_001223,311.0,102.0,3,4.24,4.54,8.06,0,1,28,South America,0
ID_001224,330.0,116.0,4,4.33,4.51,8.02,1,1,34,North America,1
ID_001225,319.0,103.0,3,1.36,3.2,8.88,1,1,28,Asia,0
ID_001226,316.0,100.0,2,1.13,2.84,6.82,0,0,25,Africa,1
ID_001227,,100.0,1,2.11,3.56,7.51,0,0,34,Asia,1
ID_001228,317.0,99.0,2,2.88,2.29,8.62,0,1,27,Asia,0
ID_001229,,97.0,1,1.98,2.64,8.76,0,0,33,Africa,1
ID_001230,325.0,112.0,3,4.32,3.67,8.7,1,1,30,Africa,1
ID_001231,315.0,103.0,3,3.54,3.72,8.18,0,1,34,South America,0
ID_001232,,92.0,1,2.75,2.9,7.04,0,0,35,South America,1
ID_001233,306.0,103.0,2,,2.13,6.89,0,0,32,Africa,0
ID_001234,331.0,116.0,4,5.46,3.66,9.57,1,1,20,Europe,0
ID_001235,321.0,110.0,3,,4.79,9.6,1,1,29,South America,0
ID_001236,326.0,108.0,4,4.09,5.33,8.89,1,1,23,Europe,0
ID_001237,,116.0,4,5.64,4.69,9.82,1,1,20,Africa,1
ID_001238,315.0,100.0,3,2.69,2.43,8.43,0,0,27,South America,1
ID_001239,329.0,116.0,5,3.43,3.22,8.21,1,1,20,Asia,1
ID_001240,303.0,102.0,2,2.49,1.86,10.08,0,1,22,Africa,0
ID_001241,321.0,111.0,3,3.85,4.46,9.3,1,1,32,North America,1
ID_001242,307.0,108.0,3,,2.43,9.67,0,0,23,Europe,1
ID_001243,333.0,118.0,5,5.1,5.4,9.02,1,1,34,Africa,1
ID_001244,320.0,105.0,3,,2.62,8.43,1,1,34,Africa,1
ID_001245,294.0,95.0,2,2.07,1.58,7.03,0,0,34,South America,0
ID_001246,315.0,102.0,3,3.76,1.27,,0,0,27,South America,0
ID_001247,297.0,,2,,2.56,,0,0,25,South America,1
ID_001248,316.0,,3,4.02,2.88,6.84,0,0,33,North America,0
ID_001249,299.0,95.0,2,3.4,1.88,8.99,1,0,29,South America,1
ID_001250,300.0,100.0,3,1.75,1.1,,0,0,31,Africa,1
ID_001251,320.0,109.0,4,4.42,4.92,9.08,1,1,26,South America,1
ID_001252,332.0,116.0,4,4.63,3.49,9.35,1,1,33,Asia,0
ID_001253,324.0,112.0,2,3.3,3.85,8.21,1,1,27,South America,1
ID_001254,311.0,104.0,3,5.02,3.11,7.81,0,1,21,North America,0
ID_001255,311.0,104.0,2,,4.35,8.78,0,1,32,Asia,0
ID_001256,297.0,95.0,2,0.72,2.94,7.4,0,0,29,Africa,1
ID_001257,323.0,107.0,5,4.03,3.54,,1,1,33,Africa,0
ID_001258,310.0,104.0,2,2.14,3.58,,0,1,30,Europe,0
ID_001259,313.0,102.0,3,5.04,4.86,8.34,0,1,27,Asia,1
ID_001260,297.0,100.0,3,1.76,3.76,8.47,0,0,22,Europe,0
ID_001261,298.0,100.0,2,1.82,1.5,6.69,0,0,26,Asia,0
ID_001262,334.0,117.0,5,3.79,3.27,9.82,1,1,22,Asia,1
ID_001263,317.0,104.0,3,,4.76,,0,1,34,North America,1
ID_001264,325.0,,4,2.18,4.93,9.26,1,1,26,Europe,0
ID_001265,322.0,109.0,3,5.04,2.79,9.19,1,1,33,North America,1
ID_001266,314.0,105.0,3,4.83,3.1,8.05,0,1,30,Asia,1
ID_001267,312.0,106.0,2,2.39,3.02,8.97,0,0,34,Africa,0
ID_001268,312.0,106.0,3,,4.99,8.57,0,1,31,Asia,0
ID_001269,324.0,109.0,3,2.8,2.43,8.67,1,1,32,North America,1
ID_001270,321.0,109.0,5,4.11,3.09,9.36,0,1,21,Europe,0
ID_001271,309.0,99.0,1,,2.3,9.05,1,1,29,Europe,1
ID_001272,325.0,110.0,2,3.44,2.54,9.26,1,1,25,North America,1
ID_001273,329.0,114.0,4,5.46,3.68,8.89,1,1,22,Europe,0
ID_001274,321.0,112.0,4,4.51,5.78,8.18,1,1,22,South America,0
ID_001275,327.0,107.0,4,5.71,4.38,8.92,1,1,34,Africa,1
ID_001276,330.0,114.0,5,5.56,4.48,9.46,1,1,35,Africa,1
ID_001277,313.0,103.0,2,,3.64,8.85,0,0,28,Africa,1
ID_001278,298.0,,2,0.68,3.61,,0,0,26,Europe,1
ID_001279,299.0,96.0,3,2.9,3.78,7.07,0,0,24,Europe,0
ID_001280,325.0,113.0,4,4.39,4.0,9.62,1,1,31,Asia,1
ID_001281,320.0,108.0,3,2.76,5.66,8.79,1,1,29,Asia,0
